id,pred_playlist,pred_id,pred_proba,playlist_name,playlist_id,track,track_id,artist_name,duration,explicit,track_popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_id,artist_followers,artist_genre,artist_img,artist_popularity,album,album_popularity,album_id,album_art,album_release_date,release_date_precision,date_added_to_playlist,preview_url,pop,rap,dance_pop,pop_rap,postteen_pop,hip_hop,rock,trap_music,modern_rock,latin,edm,tropical_house,southern_hip_hop,rnb,classic_rock,unclassified,created_at,updated_at,user_id
8184,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Bad Habit,1I6OOyTjIWZlSzyXBZwk8W,Triarchy,170663,0,0,0.0723,0.517,0.604,1.33e-06,0,0.107,-6.4,0,0.171,135.777,5,0.363,6Rgu58S7N7LtkLI3zhnY9j,1539,"[""deep uplifting trance""]",https://i.scdn.co/image/c49dfa9baadacece7c4c7f92470e6ce8cd29243c,35,Bad Habit,0,2zbl1YVfycnihFTDj4ru8H,https://i.scdn.co/image/e3eeef96d61983d91147753e52597d350a7cf7cd,2018-02-09,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/8ba1b436e0adbef9efac45993f1c6b3430ef23ea?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8185,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,The Sermon (Fatesky Remix),6yC6GAARcu8hw5DmyeeKV9,Tchami,272920,0,37,0.0228,0.76,0.868,0.278,4,0.0924,-5.505,0,0.0744,123.998,4,0.672,1KpCi9BOfviCVhmpI4G2sY,167808,"[""big room"", ""brostep"", ""deep big room"", ""deep groove house"", ""edm"", ""electro house"", ""electronic trap"", ""house"", ""moombahton"", ""progressive electro house"", ""progressive house"", ""tropical house""]",https://i.scdn.co/image/451afdf987b9a189fca88d16b5492c547528737e,66,NO REDEMPTION TOUR [EXCLUSIVE REMIXES],50,7asy2JKJxd4miDXj67v0b3,https://i.scdn.co/image/1b6c09abc665fa88def7b2dbe63c830ca4b81470,2018-01-22,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/89adb3a57c6ecb7a18208c7c177663b2d124bb4f?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8186,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Prophecy (Keeld Remix),0tr5tEUR0U8PrcZHIuPIWY,Tchami,253440,0,49,0.00526,0.882,0.598,0.539,6,0.923,-6.195,0,0.124,125.004,4,0.105,1KpCi9BOfviCVhmpI4G2sY,167808,"[""big room"", ""brostep"", ""deep big room"", ""deep groove house"", ""edm"", ""electro house"", ""electronic trap"", ""house"", ""moombahton"", ""progressive electro house"", ""progressive house"", ""tropical house""]",https://i.scdn.co/image/451afdf987b9a189fca88d16b5492c547528737e,66,NO REDEMPTION TOUR [EXCLUSIVE REMIXES],50,7asy2JKJxd4miDXj67v0b3,https://i.scdn.co/image/1b6c09abc665fa88def7b2dbe63c830ca4b81470,2018-01-22,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/bdb2785ba598f85a69edbaedd1aefcb79fc3b7d3?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8187,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,Bonnie Tyler,269786,0,75,0.195,0.435,0.658,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,0SD4eZCN4Kr0wQk56hCdh2,225012,"[""album rock"", ""europop"", ""mellow gold"", ""new wave pop"", ""rock"", ""soft rock""]",https://i.scdn.co/image/f0674034273d64c991ccee858c863b5bc0c594c5,69,The Very Best Of Bonnie Tyler,68,1CuFf5IslmlCno7DAFjrt9,https://i.scdn.co/image/64c2c9c4648a27b6b67f1a3023f34ac8aa7b6140,1999-02-08,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/f48d5786b2115ef778856979ab8823072c0d8a7c?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8188,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Butterfly,4BggEwLhGfrbrl7JBhC8EC,Crazy Town,216733,0,75,0.00132,0.736,0.811,0.000142,9,0.107,-4.17,0,0.081,103.502,4,0.609,4iSKnRZAxkmqNok6tv10Se,100170,"[""alternative metal"", ""funk metal"", ""nu metal"", ""post-grunge"", ""rap metal"", ""rap rock""]",https://i.scdn.co/image/24f287d292b39d2679710829de29857924ba3b95,62,The Gift Of Game,67,0hdOk76DmEMYI6QV92mIin,https://i.scdn.co/image/1ed64355c2251642234fbee9bf3288e706b39b85,1999-11-04,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/8bab4427d8ce0fcb58daacaa20d19864554806f1?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8189,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Absolutely (Story of a Girl) - Radio Mix,3mNecsYFb6LQg7822DPXCP,Nine Days,189333,0,67,0.000891,0.481,0.94,0.0,7,0.0939,-5.204,1,0.066,96.493,4,0.66,306JHpIRGVaQd6OltnOzUO,22957,"[""neo mellow"", ""pop rock"", ""post-grunge""]",https://i.scdn.co/image/6a121009b4e804dd6a32584c09295d9dbbc58688,53,The Madding Crowd,59,4BcmNEt6VK0KBVsVY8yClD,https://i.scdn.co/image/52f0e4c8618b940e38cc666050357f79e0081301,2000-05-16,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/64725a43783317af0c8047a5fe5bea769c12a935?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8190,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Honey,3p7byaSR5J1he8vvDkxirp,Johnny Balik,236490,0,55,0.625,0.756,0.469,0.0,6,0.129,-8.491,0,0.469,139.85,4,0.623,6cXU3B0U7wNEOOU8UjaWww,5494,[],https://i.scdn.co/image/0eb3f05ecaa10242c4f85491dd1232d4b816743d,51,Honey,47,7LUxpsiuHWzgNN2fIIs1XL,https://i.scdn.co/image/4e6a4de7bc09dcadbee0c38c599bdcab697fd7f0,2018-01-26,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/e7c2db677b37cda990e153f70e66dd257889112f?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8191,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Rolling In The Deep - Recorded At Spotify Studios NYC,5GYPG4kaMv1nSSQtMca3iM,Greta Van Fleet,237653,0,53,0.00554,0.605,0.474,0.00372,11,0.0992,-10.1,0,0.0268,104.99,4,0.355,4NpFxQe2UvRCAjto3JqlSl,135237,"[""modern blues"", ""rock""]",https://i.scdn.co/image/26953695e4d6ee1cdf95b7a56038c476643f1c21,66,Spotify Singles,47,6euCv1XBsg76oFROlkmvdM,https://i.scdn.co/image/fc65f6bf4cee9979b606341615a992af71660dd5,2018-01-24,day,2018-02-10T15:01:32Z,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8192,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Helium (Sia vs. David Guetta & Afrojack),2ludbmtPoyCPe2K08fAlFl,Sia,237372,0,79,0.0977,0.542,0.587,0.0,4,0.2,-6.145,1,0.035,136.915,4,0.243,5WUlDfRSoLAfcVSX1WnrxN,5460946,"[""australian dance"", ""dance pop"", ""pop""]",https://i.scdn.co/image/652b6bb0dfaf8aa444f4414ee018699260e74306,90,Helium (Sia vs. David Guetta & Afrojack),71,0daLYYl9X1oTURdFNjRf1I,https://i.scdn.co/image/3f2dce3a5bc27e69da3ed75234f4248d48503b54,2018-01-25,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/3f6cfedc303440bdea78cc2a76aa38d15219ff22?cid=85c2941277484801b6e6103512a2e72c,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8193,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,BOOM,6iC7vapdKp0XlKhxOkp8QJ,Tiësto,179512,1,70,0.0183,0.875,0.835,0.00281,2,0.336,-3.626,1,0.0499,123.054,4,0.287,2o5jDhtHVPhrJdv3cEQ99Z,2623842,"[""big room"", ""brostep"", ""edm"", ""electro house"", ""house"", ""pop"", ""trance"", ""tropical house""]",https://i.scdn.co/image/75b06fb7f4eef88d06067ad277840ccfec3eb1b1,83,BOOM,62,47wyCwrChF50ZTFNOuWx99,https://i.scdn.co/image/4cc1db6c1f3e245cf40935dfa90e77dbcd027776,2018-01-26,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/2045a3311dc83205b521f3ef1fe2c599de4eeeb7?cid=85c2941277484801b6e6103512a2e72c,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8194,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Mix Up,3OqrVBdE45npwLduzZkLHy,Mr Popular,186810,0,63,0.00414,0.634,0.659,0.0,7,0.178,-4.519,1,0.355,184.852,4,0.804,1Enk9yh0hOg40eG0343rl5,597,[],https://i.scdn.co/image/bcc254ed81e7fea34eea4af5bf2b4573ec51f6fc,48,Mix Up,55,6qIs9XvBDEfdI1XCTLZgI0,https://i.scdn.co/image/96367d52c5b87c4f7cab63a0c0ee8c1b2e8ea455,2018-01-25,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/4d04ebc6932ba52110e1f3369ed1c10c31f42e45?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8195,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,No Worries,3jMBi2gmrOC8LzJIDbIIVW,Ehrling,196077,0,54,0.828,0.791,0.571,0.0397,0,0.106,-10.871,1,0.0466,111.975,4,0.337,5wo7dlNLNdFmaaU7NTtdoT,16596,"[""deep tropical house"", ""tropical house""]",https://i.scdn.co/image/6edb5fa126aa0aba1321b5425f786cdccdc0eaf9,56,No Worries,46,0nFQrejPlplEJVMqUcG9RY,https://i.scdn.co/image/5d0a1a42c45cec72023512c08c04594ca3e502cc,2016-09-28,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/95c49a73fecc810abc5e9c337e74624243d3586d?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8196,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Merengue,3EypXSP7JVjtusvnBtAIBo,Kent Jones,191031,1,67,0.47,0.717,0.864,0.0,1,0.147,-3.231,1,0.216,112.97,4,0.738,3jHBxvZ9gbBkZ17wKUqVsO,90872,"[""dwn trap""]",https://i.scdn.co/image/ca1736e2b28ab60aa0b68eb385675079c5578916,64,Merengue,59,6BydsHX0dlOEie3WcmBviT,https://i.scdn.co/image/5007817202f4acf17b51ec67aba86ad528454fbe,2018-01-24,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/31f22eb8df9faf53af3b4d456a102eed55138008?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8197,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,God's Plan,2XW4DbS6NddZxRPm5rMCeY,Drake,198960,1,100,0.0244,0.753,0.454,5.62e-05,7,0.498,-9.488,1,0.0963,77.17,4,0.344,3TVXtAsR1Inumwj472S9r4,16160057,"[""canadian pop"", ""hip hop"", ""pop"", ""pop rap"", ""rap""]",https://i.scdn.co/image/cb080366dc8af1fe4dc90c4b9959794794884c66,100,Scary Hours,93,1r0DOIO0iC0bGpMtWRFdde,https://i.scdn.co/image/6f3483e372bbb81cddb5fab16ebf50d2ac5009b9,2018-01-20,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/3784320bb46e570c7a6a52183fa4a9c40b3e71a5?cid=85c2941277484801b6e6103512a2e72c,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8198,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Jaded,1G2o8smHvvzpxwOWyLW2o1,EDX,179024,0,60,0.0923,0.792,0.758,0.442,2,0.412,-5.471,1,0.113,123.064,4,0.658,7GMot9WvBYqhhJz92vhBp6,103793,"[""big room"", ""deep big room"", ""deep groove house"", ""deep tropical house"", ""edm"", ""electro house"", ""house"", ""progressive electro house"", ""progressive house"", ""tropical house""]",https://i.scdn.co/image/d18870aee44613591f68514f755e22868cc4b970,72,Jaded,52,40CO9LfQW86VAOhH9g7Ndq,https://i.scdn.co/image/952bee9120132f8cd1be57bf3078035543154692,2018-01-26,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/54b4628d083f5c2078e0da8a55e8f8d28734a72c?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8199,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Figure 8,5Y9IIH8Xmo1nuk0gfFjc4Q,FKA twigs,183040,0,49,0.527,0.694,0.71,0.00135,2,0.0697,-9.793,1,0.34,119.964,4,0.415,6nB0iY1cjSY1KyhYyuIIKH,379783,"[""art pop"", ""deep indie r&b"", ""escape room"", ""indie r&b"", ""indietronica"", ""pop"", ""strut"", ""synthpop"", ""trip hop"", ""tropical house""]",https://i.scdn.co/image/0171057ae8b04f6f4992fd567fe440ff2425e26c,59,M3LL155X,53,7rSESybi14vAuEVzkipODD,https://i.scdn.co/image/d5063cf1a95515a93007f745ce1bae5e4cadeab7,2015-08-13,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/041c4ddb3b22adbf9c6645a023bd809cef0d7f2e?cid=85c2941277484801b6e6103512a2e72c,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8200,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Solita,7rwX0O3RlxqqIjQM8evm5E,Ozuna,311726,0,87,0.0564,0.807,0.633,0.0,10,0.107,-6.016,0,0.0929,138.038,4,0.325,1i8SpTcr7yvPOmcqrbnVXY,4370198,"[""reggaeton"", ""trap latino""]",https://i.scdn.co/image/a6fa7035da84a4d370930e6da5774c8a365ab503,96,Solita,79,27Exjl2H0oI6X0WCzZd7Bk,https://i.scdn.co/image/ef8c35bbc28c95ceb5b517766e6a0bcdc892fd53,2018-01-19,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/bd3216abc14f9333ad2399f817a0c202f302cfc7?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8201,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,The River,6mDp06RGYxaFCo02GYj47T,Sam Garrett,249861,0,44,0.915,0.516,0.343,5.57e-05,4,0.0917,-11.275,1,0.0384,137.22,4,0.302,6bYrznKbGdUBy4IXEgxxOU,6193,"[""indie anthem-folk""]",https://i.scdn.co/image/6c0d29bfe801dc9b41746b526f4594e0f47fae9d,41,Be Easy,38,6BoDi7Amg68qDC0AjLmZlv,https://i.scdn.co/image/304c31a2d43b2f905e065b5366a54b7820c6528d,2014-04-12,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/9ec87ec3d98d657affe8db5acd41665a6e034ed9?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8202,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Sure Don't Miss You,5SUhvsoXryK7M4OhQXXKVV,The Dip,174933,0,50,0.372,0.662,0.664,0.0,4,0.177,-6.401,0,0.031,102.924,4,0.729,2qFOYqFxPaIwEnffVhJhEn,8627,"[""deep new americana"", ""funk"", ""modern blues""]",https://i.scdn.co/image/b7bb7a5a3ceaf439e12acd273e943a6c3d9d4ae5,49,Sure Don't Miss You,42,650kATa4wiGNPX25qf6ddb,https://i.scdn.co/image/6b779eb25e11c1fee42720979667a4fbee31c00c,2017-04-07,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/fcfedfa4a4d2b4f154a1a06eddebaf6134c6bcd5?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8203,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Candy Paint,42CeaId2XNlxugDvyqHfDf,Post Malone,229573,1,89,0.633,0.765,0.688,0.0,4,0.0734,-5.566,1,0.0841,90.013,4,0.434,246dkjvS1zLTtiykXe5h60,2735270,"[""pop"", ""rap""]",https://i.scdn.co/image/3fc1d32020788a97662a9d089ce82df4e622f219,96,Candy Paint,81,22fC2LDiA1zJgUS9ru5GP5,https://i.scdn.co/image/902f235f80a259c560a1463a0708a3ec92b0f1e8,2017-10-20,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/8caf6bf49b6c4ce66c30ed31e6defc3ba1f6b3e0?cid=85c2941277484801b6e6103512a2e72c,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8204,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Soothsayer,0JaLSBPzYBUPMwFPKgETeh,Brave Baby,230630,0,42,0.221,0.582,0.613,0.00507,11,0.157,-6.879,1,0.0632,181.953,4,0.71,0W19TxxAkzwDekDogxjguh,2037,[],https://i.scdn.co/image/bb7114cd4f95186f5e83b69a8be4a3b4e10face1,32,Soothsayer,34,6AZWnBWWSOtAF7Ts2e7dFO,https://i.scdn.co/image/426d5f32ac2124999e6c6f32d4e4d243e51fa0e9,2017-10-27,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/b7b5650efd813f60b0c6249726073f14e77cae18?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8205,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,The Ocean,68g7ogUIJsjgmZ852xOVoh,Alex Uhlmann,163599,0,40,0.102,0.516,0.808,0.0,4,0.0739,-7.098,1,0.15,110.18,4,0.257,5TAJeuWxYIaK4v5OsUX8zt,84,"[""italian arena pop""]",https://i.scdn.co/image/a1eafac6ba5c2c93a83a118a36972a9404204bab,25,The Ocean,32,21S0jZLSU7M1NMrQrRgQRi,https://i.scdn.co/image/7e3ab2d2655f05a010ffa5a0eb4b14cd59dae593,2017-07-14,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/40eeeaae73edd94d09279fd8286d6017df90eee0?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8206,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Nightbus,3w6ua3pGTqti0CqIucmM5T,BE GOOD,237976,0,41,0.543,0.616,0.435,6.45e-05,0,0.264,-10.37,1,0.134,78.778,4,0.814,5Abhw1AGO813fLTPTqT2Bf,302,[],https://i.scdn.co/image/fc346ab8aa71f76250b0809d4d905904247959be,30,Nightbus / Hazelnut,34,3EmxS4KycBSVKZLiYBIN4J,https://i.scdn.co/image/2a7fbe5139eec7e5844c065c54ce7724cf3af9b5,2017-10-20,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/c8a7a886c246c7ba054e59f850f810f6837213f9?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8207,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Combo #5,2Se5qf1Plsi7Vc891vdRPM,Elton,213286,1,37,0.263,0.54,0.646,0.0141,0,0.0722,-7.112,0,0.0703,118.552,5,0.244,4O24XfCPqIJQUMXOJ2F0ni,287,[],https://i.scdn.co/image/49e97ac4df40b2f03f159a142b9c610afed8cb2f,38,Sun Shower,41,42YWmtTWA2rmKjAZZlgPpH,https://i.scdn.co/image/451a863884276f061758899e431531b909cd5ed6,2017-12-15,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/02a8a7b25144045ac78fbc7e99b867d67be9455a?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8208,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,That Way (ft. Ryan Stapleton),0Pm4iHQnpODknl0AClD6df,Bergs,186004,0,37,0.367,0.858,0.558,0.0438,11,0.0798,-10.113,0,0.0516,118.021,5,0.327,4lCQbfMyFcy6vrBikyLIEa,2014,"[""deep pop edm"", ""deep tropical house"", ""tropical house""]",https://i.scdn.co/image/f4e35df8b400f8f4a418d1217afeeff285a43c3e,41,That Way (ft. Ryan Stapleton),29,42oNiBWCPRGNkblkV5f4C0,https://i.scdn.co/image/7da2bc4594de7b27897f84266333a23bad49b738,2016-04-01,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/40894d5580232f2de09dba173de37098c4d1a5c8?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8209,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Somebody like you,5BLzjwGJKbeefipLMAn4Lj,Bergs,169696,0,31,0.112,0.63,0.622,0.00142,6,0.107,-7.633,1,0.155,204.003,4,0.463,4lCQbfMyFcy6vrBikyLIEa,2014,"[""deep pop edm"", ""deep tropical house"", ""tropical house""]",https://i.scdn.co/image/f4e35df8b400f8f4a418d1217afeeff285a43c3e,41,Somebody like you,23,1gnIeSwsuFo9Qj7y2bjOQo,https://i.scdn.co/image/5f55e644fbe98493cd7fe622b2ee5e2930baf095,2018-01-26,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/e360417207f67c400a84cee6e6c11fd9614c0c36?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8210,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Get Out Of Your Own Way - Afrojack Remix,7uhEAEbq4ZVfwUrWmZ7ieU,U2,246247,0,52,0.0131,0.485,0.751,0.0,2,0.238,-5.345,1,0.0515,129.92,4,0.318,51Blml2LZPmy7TTiAg47vQ,2384575,"[""classic rock"", ""irish rock"", ""permanent wave"", ""rock""]",https://i.scdn.co/image/e22d5c0c8139b8439440a69854ed66efae91112d,82,Get Out Of Your Own Way (Afrojack Remix),44,1Tlzw08iu37DSnmo2WtJ0B,https://i.scdn.co/image/a16c7f8255f9c69e2fdec19dd94f20f1ddaf88c1,2018-01-26,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/435cb4642034a6351d880a169929b59dd6b491b3?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8211,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Always,54STK8zwLYlr73paT645k0,Above & Beyond,250906,0,59,0.962,0.353,0.146,0.0129,9,0.0973,-16.82,0,0.0326,127.856,4,0.0652,10gzBoINW3cLJfZUka8Zoe,379874,"[""big room"", ""edm"", ""progressive house"", ""progressive trance"", ""trance"", ""tropical house"", ""uplifting trance""]",https://i.scdn.co/image/008e28301cecc83af79404c6d8ab8d41e8d8b96b,72,Always,51,4PI8Ph2UXE1ZW2OttW8B74,https://i.scdn.co/image/c89b4846724ac9c23514ed8d250fdc77fca09bbf,2018-01-19,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/2e300a37fa5e59ac3d9d37555eaad1edd8e8f9cb?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8212,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,THE SOUND - 7 Layers Sessions,4K0tMTxUgsSieyjNDnmFXB,Noah Gundersen,238560,0,46,0.824,0.693,0.174,9.32e-06,0,0.0833,-12.058,1,0.0573,129.496,1,0.444,34482S5nfxR441wcnVfrHi,76190,"[""acoustic pop"", ""alternative roots rock"", ""chamber pop"", ""folk-pop"", ""indie anthem-folk"", ""indie folk"", ""indiecoustica"", ""neo mellow"", ""new americana"", ""stomp and holler""]",https://i.scdn.co/image/7454e78f5bc303eeb527a8250e2476a0ef3700ca,57,THE SOUND - 7 Layers Sessions,38,5Vi6OSRz7dxQFLgwaHmbh2,https://i.scdn.co/image/4a675aa2297a13fc39f5815023aaa07403e5f14d,2018-01-19,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/fb382c9dded457efc80166980e901c713b70c70d?cid=85c2941277484801b6e6103512a2e72c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
8213,,,,Unclassified,7c3NsohH7WXpiqgSLhH0VI,Miss You (with Major Lazer & Tory Lanez),7HdZY9UJTylIiNcSDFyUDc,Cashmere Cat,186231,0,82,0.229,0.751,0.658,0.00222,1,0.0958,-4.578,1,0.0956,100.005,4,0.496,2LZDXcxJWgsJfKXZv9a5eG,215754,"[""dance pop"", ""deep indie r&b"", ""downtempo"", ""indie poptimism"", ""indie r&b"", ""pop"", ""post-teen pop"", ""shiver pop"", ""tropical house""]",https://i.scdn.co/image/25559c95f23f142440f9def3bfc75484d14f632d,76,Miss You (with Major Lazer & Tory Lanez),74,5Q44tz5m4c6y4pG7VPjfj6,https://i.scdn.co/image/fe50a0924654293ef1f5ffc603374834fe5c5f89,2018-01-16,day,2018-02-10T15:01:32Z,https://p.scdn.co/mp3-preview/41830740ab0fbbf73e7c4d287ea6db7c1826f4db?cid=85c2941277484801b6e6103512a2e72c,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,true,2018-02-10 23:46:07 UTC,2018-02-10 23:46:07 UTC,24
